id,car_id,make,model,year_of_manufacture,color,condition,mileage,engine_size,registered_city,selling_condition,bought_condition,city,price,body_type,fuel_type,transmission
2128,jEY4wdZVNaJepnyxz1OJgoenx7Mq8w7,Toyota,Camry,2013,Silver,Foreign Used,326628.0,2500.0,,Imported,Imported,Ibadan,13832000,,Petrol,Automatic
2129,jEY4wdZcrMwVoewqmj6PAeHsJuWsNyb,Ford,F-150,2010,White,Nigerian Used,357270.0,5400.0,LAGOS,Registered,Imported,Ilupeju,7140000,,Petrol,Automatic
2130,jEY4wdZE3syssQyTG9jMzzWrQulAl7E,Lexus,ES,2008,Red,Nigerian Used,223903.0,3500.0,ABUJA,Registered,Registered,Akure,6825000,,Petrol,Automatic
2131,jEY4wdZn6meuWgdm0eggZvDaYs4Miw1,Toyota,Sienna,2004,Gray,Local Used,291654.0,3300.0,LAGOS,Registered,Registered,Ibadan,3990000,,Petrol,Automatic
2132,jEY4wdZqb1u9ktRB2zfG7DJw6PY8jOc,Toyota,Camry,2006,Silver,Nigerian Used,122002.0,3300.0,Abuja,Registered,Imported,Ikeja,3848000,,Petrol,Automatic
2133,jEY4wdZLDIQ3Utdo9KJpFXzKzxqQ6Uj,Hyundai,Tucson,2005,Blue,Foreign Used,126480.0,2700.0,,Imported,Imported,Ibadan,5565000,SUV,Petrol,Automatic
2134,jEY4wdZramVubLHUUDIdl5X5ONUKnVg,Toyota,Corolla,2005,Silver,Nigerian Used,274873.0,1800.0,Abuja,Registered,Registered,Kubwa,3975000,,Petrol,Automatic
2135,jEY4wdZLXFjHkukWZAKnk00g4LylXAZ,Volvo,V40,2004,Black,Nigerian Used,317580.0,1800.0,,Registered,Imported,Lekki,1365000,,Petrol,Manual
2136,jEY4wdZJb3fiwrHvbzNY8kEdY19luUk,Toyota,Corolla,2009,Black,Nigerian Used,351367.0,1800.0,,Registered,Registered,Ikeja,4725000,,Petrol,Automatic
2137,jEY4wdZjIMvZbXyDQhICB3Y7dwYcfKj,Honda,Accord,2006,Gray,Nigerian Used,297084.0,3000.0,ABUJA,Registered,Registered,Jabi,2625000,,Petrol,Automatic
2138,jEY4wdZyswXpY6N9xtnO4jw9zO44INK,Lexus,LX,2003,White,Nigerian Used,299873.0,4700.0,LAGOS,Registered,Imported,Magodo,3780000,SUV,Petrol,Automatic
2139,jlCs49PYa4bBSVr0pacqDu0IhJ2bZl,Acura,MDX,2008,Gray,Nigerian Used,203541.0,3700.0,ABUJA,Registered,Registered,Lugbe District,4200000,SUV,Petrol,Automatic
2140,jEY4wdZOSHEhT2RGLKYiFQXDp9r1Wli,Scion,tC,2013,Red,Foreign Used,157510.0,2500.0,,Imported,Imported,Uyo,9975000,Coupe,Petrol,Automatic
2141,jEY4wdZcLV1lFOpDGF96QCFdKLWEZVb,Toyota,Corolla,2014,Silver,Nigerian Used,88696.0,1600.0,LAGOS,Registered,Imported,Ibadan,4410000,,Petrol,Manual
2142,jEY4wdZ9VYSQ3XV33WeWGR7mUdNQWFQ,Mini,Cooper,2008,Black,Nigerian Used,210870.0,1600.0,,Registered,Registered,Ojodu,5250000,Coupe,Petrol,Automatic
2143,jEY4wdZIfQ1DqLUdj72M8rKuE3Fde8b,Toyota,RAV4,2008,Black,Nigerian Used,164029.0,3500.0,EDO,Registered,Registered,Benin City,6760000,SUV,Petrol,Automatic
2144,jEY4wdZWDBmxwAtCi9ffDETqFtVyfkM,Toyota,Sienna,2007,White,Nigerian Used,39267.0,3500.0,LAGOS,Registered,Imported,Ibadan,5565000,,Petrol,Automatic
2145,jEY4wdZwXjCjdjrq5oNGq504vUIYL7U,Honda,Crosstour,2010,Blue,Nigerian Used,138105.0,3500.0,,Registered,Imported,Gwarinpa,4987500,SUV,Petrol,Automatic
2146,jEY4wdZZdXjFduFdOwncdwGUTRSfXCq,Ford,Edge,2008,White,Nigerian Used,238999.0,3500.0,OSUN,Registered,Registered,Ibadan,4200000,SUV,Petrol,Automatic
2147,jEY4wdZZ8vysaBsFAzym66OIMsL7i0n,Toyota,Corolla,2004,Black,Nigerian Used,345161.0,1800.0,Lagos,Registered,Imported,Alimosho,1995000,,Petrol,Manual
2148,jEY4wdZQF6mr6GWrZNqlIyvLwOJp88h,Toyota,Camry,2008,Gray,Nigerian Used,291876.0,2400.0,,Registered,Imported,Lekki,5620000,,Petrol,Automatic
2149,jEY4wdZdp9eCbFBzfZpKxv1WizaoegB,Toyota,Camry,2015,White,Foreign Used,152139.0,2500.0,,Imported,Imported,Ibadan,14175000,,Petrol,Automatic
2150,jEY4wdZjcAkRhkYwN30cgzYWkOrSidV,Audi,A8,2014,Black,Foreign Used,118937.0,4000.0,,Imported,Imported,Ogba,27300000,,Petrol,Automatic
2151,jEY4wdZfxofcjUKC9RpyQEp6CD4Chhp,Toyota,Sienna,2012,Gray,Foreign Used,205380.0,3500.0,,Imported,Imported,Lugbe District,17160000,Minivan,Petrol,Automatic
2152,jEY4wdZG9CH6M9KpFmXVbvXQ8pw73XC,Land Rover,Range Rover,2020,Black,Foreign Used,51351.0,5000.0,,Imported,Imported,Garki 2,98700000,SUV,Petrol,Automatic
2153,jEY4wdZgtxhH3Y77YREubJxd8nahuWG,Mercedes-Benz,M Class,2010,Gold,Nigerian Used,98229.0,3500.0,LAGOS,Registered,Imported,Isolo,10710000,SUV,Petrol,Automatic
2154,jlCs49QEKPDREbYG1luXd7e3AxrDGj,Lexus,ES,2008,Gray,Nigerian Used,223388.0,3500.0,Edo state,Registered,Registered,Kubwa,6510000,,Petrol,Automatic
2155,jEY4wdZS2xan6s5MOdQ7LTg1IST3rTA,Honda,Accord,2014,Black,Nigerian Used,87244.0,3500.0,Enugu,Registered,Imported,Enugu,9152000,,Petrol,Automatic
2156,jEY4wdZWuD8dc9r1Jgyz0BoSdTVTt34,Toyota,Camry,2008,Brown,Nigerian Used,207788.0,2400.0,,Registered,Imported,Oshimili South,5928000,,Petrol,Automatic
2157,jEY4wdZFunTqLfznwIQrkXB8W6swLzc,Lexus,GX,2009,Burgandy,Foreign Used,185778.0,4700.0,,Imported,Imported,Ogba,20800000,SUV,Petrol,Automatic
2158,jlCs49QjdZn9wLPRsD4RdpvSHr84nk,Toyota,Corolla,2005,Gray,Nigerian Used,482800.0,1800.0,Lagos,Registered,Registered,Owerri,3864000,Sedan,Petrol,Automatic
2159,jEY4wdZBvQCW4WrIyheqbAbm3Oc9d0i,Honda,Crosstour,2012,Black,Nigerian Used,341413.0,3500.0,,Registered,Imported,Gwarinpa,7035000,SUV,Petrol,Automatic
2160,jEY4wdZVw2AqA0uAIuBGl7IdHZ5aXuL,Nissan,Frontier,2005,Gray,Nigerian Used,374334.0,4000.0,,Registered,Imported,Karu,5040000,,Petrol,Automatic
2161,jEY4we00l3mCrxixQtzvbHF8IiO4s4U,Nissan,Pathfinder,2015,Black,Foreign Used,287197.0,3500.0,,Imported,Imported,Ikorodu,14070000,SUV,Petrol,Automatic
2162,jEY4wdZCkbj9aLXcyTAm5nfDERekeCW,Toyota,Corolla,1999,Green,Nigerian Used,272911.0,1800.0,,Registered,Imported,Lugbe District,1890000,,Petrol,Automatic
2163,jEY4wdZX7wBTmJdPbD7EtuVUxNsksMh,Hyundai,Santa Fe,2016,White,Foreign Used,291409.0,3300.0,,Imported,Imported,Ikeja,17680000,SUV,Petrol,Automatic
2164,jEY4wdZExhxRDZPtfWarQbFPhCHUsLU,Lexus,ES,2013,Black,Foreign Used,125872.0,3500.0,,Imported,Imported,Lekki,17850000,,Petrol,Automatic
2165,jEY4wdZkdp48B0uUk6PFfd93QNq42TM,Toyota,Corolla,2006,Black,Nigerian Used,150036.0,1400.0,Lagos,Registered,Registered,Akure,3675000,,Petrol,Automatic
2166,jEY4wdZTjKtskuWIXNnLULmiX6uwqr8,Toyota,Sienna,2004,Blue,Nigerian Used,250186.0,3300.0,KWARA,Registered,Registered,Abule Egba,4200000,,Petrol,Automatic
2167,jEY4wdZcMHOldwwyJIAa5XMh7Wk7XVB,Jeep,Compass,2013,Red,Foreign Used,161720.0,2400.0,,Imported,Imported,Surulere,8400000,SUV,Petrol,Automatic
2168,jEY4wdZmBwlU38ovEYnyNMbeIKwdoLu,Honda,CR-V,2002,Gray,Nigerian Used,274838.0,2400.0,,Registered,Registered,Gudu,3675000,,Petrol,Automatic
2169,jEY4wdZPFgigkZaQD3RpfYK927K2UQE,Toyota,Sienna,2004,Gray,Foreign Used,151442.0,3300.0,,Imported,Imported,Uyo,8840000,Minivan,Petrol,Automatic
2170,jEY4wdZnFrVWPTFSimFiLXs1CVy7vB7,Honda,CR-V,2003,Black,Nigerian Used,315556.0,2400.0,LAGOS,Registered,Registered,Alimosho,2625000,SUV,Petrol,Automatic
2171,jEY4we01h1QvJsfMgabtH715NBCDMqm,Toyota,Venza,2010,Silver,Foreign Used,82517.0,2700.0,,Imported,Imported,Karu,16640000,SUV,Petrol,Automatic
2172,jEY4wdZAF2FngRaUyhBI4UgIgnPt9Xc,Lexus,RX 350,2011,White,Nigerian Used,134806.0,3500.0,IMO,Registered,Imported,Owerri,13440000,SUV,Petrol,Automatic
2173,jEY4wdZrUC9q8iZxjMxdXHEWxavvuzB,Honda,Civic,2006,Gray,Local Used,187814.0,1800.0,Abuja,Registered,Registered,Port-Harcourt,3250000,,Petrol,Automatic
2174,jEY4wdZwF4V63OxQvRXeyAboBNjYV6E,GAC,GS4,2017,Black,Nigerian Used,55673.0,2400.0,LAGOS,Registered,Registered,Yaba,15750000,SUV,Petrol,Automatic
2175,jEY4wdZodFlANPSWCoE8UdStAedaLYv,Toyota,Camry,2015,Black,Nigerian Used,120898.0,2500.0,,Registered,Registered,Port-Harcourt,13440000,Sedan,Petrol,CVT
2176,jEY4wdZJf43kROyyqZxX7zMKgFqQ8fh,Lexus,LX,2015,Brown,Nigerian Used,51342.0,5700.0,,Registered,Registered,Ikoyi,48300000,SUV,Petrol,Automatic
2177,jEY4wdZbl8VbktcVJq2XNZIvg5yP87I,Toyota,Camry,2002,Silver,Nigerian Used,530349.0,3000.0,Ogun State,Registered,Registered,Ibadan,3150000,,Petrol,Manual
2178,jEY4wdZq29zuLVM3GQVpjwrMyBXz0o8,Lexus,RX 350,2018,White,Foreign Used,106991.0,3500.0,,Imported,Imported,Ogudu,49920000,SUV,Petrol,Automatic
2179,jEY4wdZwXgVM4Mqqk6g6WAF0B4YdEac,Volvo,XC90,2003,White,Nigerian Used,204133.0,2900.0,,Registered,Registered,Asokoro,7875000,,Petrol,Automatic
2180,jEY4wdZrJMK6iLqygGKk91VSLsDZ86T,Toyota,Corolla,2006,Red,Nigerian Used,299999.0,1800.0,LAGOS,Registered,Registered,Ibadan,4680000,,Petrol,Automatic
2181,jEY4wdZAZvJA5zCgPfbHCWHPladztFn,Nissan,Pathfinder,2005,Silver,Nigerian Used,115201.0,4000.0,,Registered,Registered,Gudu,3150000,,Petrol,Automatic
2182,jEY4wdZnUvWL5XDULERmO4QExnay4vQ,Toyota,Camry,2008,Gray,Nigerian Used,154714.0,2400.0,Lagos,Registered,Imported,Isolo,5775000,,Petrol,Automatic
2183,jEY4wdZMOspedxy1bItDujdbyDCnDWh,Lexus,ES,2010,Blue,Nigerian Used,160051.0,3500.0,,Registered,Registered,Ogba,8944000,,Petrol,Automatic
2184,jEY4wdZXW4emqKdNLm3VM2EQP8vztTl,Honda,Accord Crosstour,2013,Gray,Foreign Used,97586.0,3500.0,,Imported,Imported,Alimosho,13650000,SUV,Petrol,Automatic
2185,jEY4wdZKRGSRXmxGVJb9KnByFzZp6P2,Lexus,ES,2007,Black,Nigerian Used,162879.0,3500.0,FCT,Registered,Registered,Lugbe District,7455000,Sedan,Petrol,Automatic
2186,jEY4wdZqxuAObUmAqFgNotTr2llsvX6,Acura,MDX,2017,Silver,Foreign Used,190412.0,3500.0,,Imported,Imported,Kosofe,22050000,,Petrol,Automatic
2187,jEY4wdZti6C0zZ6EFP7cF6DYQ1ZTfAJ,JAC,J3,2014,Black,Nigerian Used,65175.0,1300.0,LAGOS,Registered,Imported,Lekki,1995000,,Petrol,Manual
2188,jEY4wdZBLtUhR5psFh92tplF743VfuK,Nissan,Sunny,2007,Black,Nigerian Used,205897.0,1600.0,BAUCHI,Registered,Registered,Kaduna / Kaduna State,2257500,,Petrol,Automatic
2189,jEY4wdZM7cHTfpb1HylU2EHMVAc4oVX,Toyota,Picnic,1998,Silver,Nigerian Used,327172.0,1600.0,LAGOS,Registered,Registered,Ibadan,2100000,,Petrol,Automatic
2190,jEY4wdZETJt2iCFltoBwoKPCnTBfhuI,Toyota,Corolla,2015,Silver,Nigerian Used,149010.0,1800.0,Lagos,Registered,Imported,Akure,9975000,,Petrol,CVT
2191,jEY4wdZodtG2GG7rn10dnleAkSIX86X,Lexus,GS,2006,Blue,Nigerian Used,214542.0,3500.0,,Registered,Registered,Alimosho,5565000,,Petrol,Automatic
2192,jEY4wdZLVllanI90P75xJ4083YBAo9L,Honda,Accord,2009,Silver,Local Used,127147.0,3500.0,Lagos,Registered,Imported,Ajah,3318000,,Petrol,Automatic
2193,jEY4wdZA7VXeO9PDzUw2Dx6wfPgHxy4,Mercedes-Benz,GL-Class,2008,Black,Local Used,148597.0,4700.0,Edo,Registered,Registered,Benin City,7176000,SUV,Petrol,Automatic
2194,jEY4wdZEFoDjwZ7ew2G7klul1nbuowP,Hyundai,Accent,2008,Silver,Nigerian Used,118013.0,1600.0,LAGOS,Registered,Registered,Yaba,1732500,,Petrol,Manual
2195,jEY4wdZWKSFOOYgbXv1uMr4C2VuFpOQ,Audi,A4,2008,Blue,Nigerian Used,164374.0,1800.0,Kaduna,Registered,Imported,Lugbe District,8400000,Sedan,Petrol,Manual
2196,jEY4wdZiW7Uh4MVBoXgt150ydDJFZeO,Toyota,Sienna,2003,Gray,Nigerian Used,250486.0,3000.0,,Registered,Imported,Garki 2,2415000,SUV,Petrol,Automatic
2197,jEY4wdZiXkq0D4sPtnWsgf2EDcZfOz7,Toyota,Corolla,2009,Black,Local Used,219460.0,1800.0,LAGOS,Registered,Registered,Yaba,6240000,,Petrol,Automatic
2198,jlCs49PQsVjaUpDl6pMkLtWw2NhTcW,Toyota,Corolla,2006,Red,Local Used,289743.0,1800.0,,Registered,Registered,Garki 2,2835000,,Petrol,Automatic
2199,jEY4wdZW7VbOmJSdA6moXAMKdPsPbro,Lexus,RX 350,2019,Blue,Foreign Used,83449.0,3500.0,,Imported,Imported,Lekki,45150000,SUV,Petrol,Automatic
2200,jEY4wdZxnU3yQ5kbMAgn6MB3XmHElJo,Volkswagen,Passat,2008,Silver,Nigerian Used,193280.0,2000.0,Lagos,Registered,Imported,Alimosho,3150000,,Petrol,Automatic
2201,jEY4wdZABPJcQOpRMDtzcqhZ1zJAkxN,Toyota,Corolla,2008,Black,Local Used,161000.0,2200.0,LAGOS,Registered,Registered,Ikorodu,3885000,Sedan,Petrol,Manual
2202,jEY4wdZQbIZZUdUxbOWfaFdQWp1GD1j,Ford,Edge,2016,Red,Foreign Used,120306.0,2000.0,,Imported,Imported,Ibadan,16800000,SUV,Petrol,Automatic
2203,jEY4wdZvscflVbQ4jBHruF0dN86Odyc,Lexus,UX,2021,Red,Local Used,26204.0,2000.0,,Registered,Imported,Lekki,39900000,,Petrol,Automatic
2204,jEY4wdZ9wD0BBmjt1ixcEjzeRyvUXUv,Toyota,Highlander,2004,Blue,Nigerian Used,244550.0,3300.0,Abuja,Registered,Imported,Wuse,6760000,SUV,Petrol,Automatic
2205,jEY4wdZxfBZLpUr786PxIl3iZC2SFGn,Toyota,Corolla,2022,Black,Local Used,2013.0,1800.0,Lagos,Registered,Brand new,Ibadan,26250000,,Petrol,Automatic
2206,jEY4wdZbOiu3QYIc4GGkHaTRbMAUYcd,Ford,Escape,2014,Black,Nigerian Used,161897.0,2000.0,Abuja,Registered,Registered,Wuse,7350000,SUV,Petrol,Automatic
2207,jEY4wdZpHRBHy52xRhVIqNEqePzDvH2,Nissan,Sentra,2015,Black,Local Used,166864.0,1800.0,,Registered,Brand new,Lekki,3937500,,Petrol,Automatic
2208,jEY4wdZblQuTWkdXqqwBPoDqpqu6xpE,Honda,Ridgeline,2007,Gray,Local Used,323633.0,3500.0,,Registered,Registered,Gudu,6405000,,Petrol,Automatic
2209,jEY4wdZiN5Gr8xic8LP4Ls3AKjRHRTy,Toyota,Corolla,2005,Silver,Foreign Used,167706.0,1800.0,,Imported,Imported,Benin City,6615000,,Petrol,Automatic
2210,jEY4wdZpGNTXTDVAf3SnKBAeE7LQhmR,Volkswagen,Passat,1998,Silver,Nigerian Used,442908.0,,LAGOS,Registered,Registered,Umuahia,1155000,,Petrol,Manual
2211,jEY4wdZuuMdDAAXHJcSEoUXL4A7bKla,Toyota,Sequoia,2010,Blue,Local Used,113038.0,5700.0,,Registered,Imported,Jabi,18900000,,Petrol,Automatic
2212,jEY4wdZyGOncCJ9I0Fn51vXBhBVf9G8,Lexus,RX 350,2017,Gray,Foreign Used,135398.0,3500.0,,Imported,Imported,Lekki,33600000,SUV,Petrol,Automatic
2213,jEY4wdZPPCjW6EFJni7mHOvagV9nQLQ,Lexus,RX 330,2005,Beige,Local Used,145479.0,3300.0,,Registered,Imported,Port-Harcourt,8319998,SUV,Petrol,Automatic
2214,jEY4wdZqdGa1q8EAtBvzyph57RNZdz5,Honda,Accord,2011,Black,Local Used,117752.0,2400.0,Abuja,Registered,Imported,Abule Egba,5824000,,Petrol,Automatic
2215,jEY4wdZQpIcDC0RimbJgglgwH7yblTD,Toyota,Corolla,2015,Black,Foreign Used,131137.0,1800.0,,Imported,Imported,Ilupeju,16640000,,Petrol,Automatic
2216,jEY4we01eqwkCYIwwnl89KSv6odMAFP,Lexus,RX 350,2010,Red,Foreign Used,204501.0,3500.0,,Imported,Imported,Ojodu,20800000,SUV,Petrol,Automatic
2217,jEY4wdZMhQu0hJ1rZeoYOP7DkROazCo,Peugeot,406,2000,Black,Local Used,213896.0,2000.0,,Registered,Registered,Garki 2,1575000,,Petrol,Manual
2218,jEY4wdZEDFhpdtjVWe9Vt9EEa1z4rRe,Ford,Edge,2009,Burgandy,Nigerian Used,171705.0,3500.0,,Registered,Imported,Ogba,4515000,SUV,Petrol,Automatic
2219,jEY4wdZjGOZFoihckO4CQa1l0z1I9x4,Toyota,Camry,2002,Silver,Local Used,501982.0,2400.0,Lagos,Registered,Registered,Ikotun/Igando,3328000,,Petrol,Automatic
2220,jEY4wdZE2zJWl1kWgeRgNa6i4RrjQTV,Seat,Cordoba,1997,Blue,Local Used,223893.0,1600.0,Abuja,Registered,Registered,Kubwa,2100000,,Petrol,Manual
2221,jEY4wdZCjxpvS534EsXuFA2KPdTqDDz,Toyota,RAV4,2013,Black,Local Used,121157.0,2500.0,KADUNA,Registered,Registered,Kaduna / Kaduna State,12022500,SUV,Petrol,Automatic
2222,jEY4wdZq0qNOeSilwbv04upXnF4SreX,Nissan,Rogue,2008,Black,Local Used,134300.0,2500.0,,Registered,Imported,Gudu,4620000,,Petrol,Automatic
2223,jEY4wdZk40XZwnS7fmnnPOHDrXVv1nT,Toyota,Camry,2006,Black,Local Used,352410.0,2400.0,LAGOS,Registered,Registered,Mushin,3780000,,Petrol,Automatic
2224,jEY4wdZNdnWQaRfWuEb7wiVytct7IZq,Honda,Accord,2012,Silver,Local Used,91693.0,3500.0,,Registered,Registered,Gwagwalada,3465000,,Petrol,Automatic
2225,jEY4wdZj8dvaEqiOGdmgiy0k9kidZ7G,Toyota,Corolla,2021,Black,Foreign Used,7342.0,1800.0,,Imported,Imported,Ikoyi,25725000,,Petrol,Automatic
2226,jEY4wdZk5PuPghKsCn87TYoWtOE5g0f,Ford,F-150,2011,Black,Foreign Used,325071.0,3500.0,,Imported,Imported,Garki 2,20592000,,Petrol,Automatic
2227,jEY4wdZa6Piq5rgNFTUC3PaXtaQLG7o,Ford,Explorer,2014,Black,Local Used,27144.0,3500.0,ABUJA,Registered,Registered,Uyo,11440000,SUV,Petrol,Automatic
2228,jEY4wdZyJVdbUKi5isVbKGAaWHoe86r,Mercedes-Benz,M Class,2008,Black,Local Used,220840.0,3500.0,EDO,Registered,Registered,Mushin,6300000,SUV,Petrol,Automatic
2229,jEY4wdZBVhzDcLY4tuQVIL9SqEzUtBP,Volkswagen,Passat,2007,Blue,Nigerian Used,180602.0,,Abuja,Registered,Registered,Port-Harcourt,2415000,,Petrol,Automatic
2230,jEY4wdZKZrfvwpWWCn5xudUXKmLCTd2,Toyota,Camry,2004,Silver,Local Used,273129.0,2400.0,Lagos State,Registered,Imported,Alimosho,3640000,,Petrol,Automatic
2231,jEY4wdZdJ7D5UMPCKNQItnWhIUsT4hY,Land Rover,Range Rover,2013,Black,Local Used,129221.0,5000.0,LAGOS,Registered,Registered,Lekki,14175000,SUV,Petrol,Automatic
2232,jEY4wdZblOK7S6Vcpgzs8BdiCay77gA,Ford,Galaxy,2000,Silver,Local Used,234154.0,2800.0,Lagos,Registered,Imported,Alimosho,2520000,,Petrol,Automatic
2233,jEY4we00l7iQUnKvRPSmiCSze8Q0TU2,Land Rover,Range Rover Sport,2008,Orange,Local Used,298983.0,4200.0,FCT,Registered,Registered,Lugbe District,5310375,SUV,Petrol,Automatic
2234,jEY4wdZiUdUBzy5E02KkwFvcCwxtEeW,Toyota,RAV4,2004,Black,Local Used,179845.0,2400.0,Jigawa,Registered,Registered,Lugbe District,3360000,MUV,Petrol,Automatic
2235,jEY4wdZUn4PJZf5MM2TU5xKK9bdsePN,Toyota,Camry,2006,Green,Local Used,145023.0,2400.0,Benue,Registered,Registered,Wuse,4147500,,Petrol,Automatic
2236,jEY4wdZMicl7PqccwfvgwRsS5emNYfy,Mercedes-Benz,M Class,2008,Silver,Local Used,174570.0,5500.0,,Registered,Imported,Gudu,9360000,SUV,Petrol,Automatic
2237,jEY4wdZKRF6N1NoRR9qyRo04Isz4ZlU,Lexus,GX,2003,Black,Local Used,252075.0,4700.0,Lagos,Registered,Imported,Isolo,6300000,SUV,Petrol,Automatic
2238,jEY4wdZF0RlgaNNJ9qXqZHB1WEBjHGz,Kia,Sportage,2008,Silver,Local Used,249565.0,2000.0,ABUJA,Registered,Registered,Lugbe District,5355000,SUV,Petrol,Automatic
2239,jEY4wdZvkcBhIXguqJCMAs2ln7z6wEy,Toyota,Corolla,2005,Black,Local Used,71843.0,1800.0,KADUNA,Registered,Registered,Kaduna / Kaduna State,6656000,Hatchback,Petrol,Automatic
2240,jEY4wdZz3dVNEdhlSLNPvh7DSjHjaIF,Toyota,RAV4,2010,Gold,Local Used,94313.0,3500.0,RIVERS,Registered,Registered,Ibadan,6667500,SUV,Petrol,Automatic
2241,jlCs49PF6sbMvOeW2dk8OX8Nl6rkXB,Ford,F-150,2008,Black,Foreign Used,350772.0,5400.0,,Imported,Imported,Alimosho,5806500,,Petrol,Automatic
2242,jEY4wdZtRLvo9LldcGa3LweCcYo9AD3,Mercedes-Benz,C180,2001,Silver,Local Used,36929.0,,Lagos,Registered,Registered,Port-Harcourt,3045000,,Petrol,Automatic
2243,jEY4wdZyAg0dzrhV2xibRAssVlwZELX,Toyota,Camry,2003,Silver,Local Used,172472.0,2400.0,LAGOS,Registered,Registered,Ibadan,3744000,,Petrol,Automatic
2244,jEY4wdZTmdbYh7jBjFbTIdNBOF7pzOh,Nissan,Pathfinder,2005,Black,Local Used,60730.0,4000.0,Abuja,Registered,Imported,Port-Harcourt,3034000,SUV,Petrol,Automatic
2245,jEY4wdZFe6XiR3gEQAzzw6YahHhl0Wp,Toyota,Sienna,2007,Gold,Local Used,216445.0,3500.0,,Registered,Registered,Isolo,4515000,SUV,Petrol,Automatic
2246,jEY4wdZjRviL8QXFuQoU6zaT6DjnbT3,Toyota,Yaris,2017,Blue,Nigerian Used,159630.0,1600.0,Bayelsa,Registered,Imported,Port-Harcourt,10500000,,Petrol,CVT
2247,jEY4wdZuEYop4JmuNDXpXH83qbpThHp,Toyota,Sienna,2012,Silver,Foreign Used,91327.0,3500.0,,Imported,Imported,Uyo,14560000,Minivan,Petrol,Automatic
2248,jEY4wdZJHN8aYz9lLwXSnlWS6JftFRE,Toyota,Corolla,2005,Green,Local Used,482800.0,1800.0,ABUJA,Registered,Registered,Gwagwalada,4160000,,Petrol,Automatic
2249,jlCs49PYgMAJWTqR9xIUuYjW0cUUPh,Acura,TSX,2004,Black,Local Used,284579.0,2400.0,LAGOS,Registered,Registered,Yaba,2520000,,Petrol,Automatic
2250,jEY4wdZZvP9dHDIBRDOe5sQlqMvNMWW,Toyota,Corolla,2010,Black,Local Used,53507.0,2500.0,,Registered,Imported,Oshimili South,5775000,,Petrol,Automatic
2251,jEY4wdZHV4ve5IxaZzc6sf63WTWs0n7,Lexus,RX 350,2014,Red,Nigerian Used,125469.0,3500.0,ABUJA,Registered,Registered,Benin City,14700000,SUV,Petrol,Automatic
2252,jEY4wdZRRmWqM78z7jLzmYxHX3s2Dam,Hyundai,Accent,2009,Blue,Local Used,199160.0,1600.0,,Registered,Registered,Ikeja,2625000,,Petrol,Automatic
2253,jEY4wdZcANQLz0SAZZMGtOaMC4MBVH3,Opel,Zafira,2005,Blue,Local Used,214231.0,1800.0,LAGOS,Registered,Registered,Isolo,2860000,,Petrol,Manual
2254,jEY4wdZfdwbO2rq399vWEFctWt5B4Df,Toyota,RAV4,2009,Silver,Foreign Used,132739.0,2500.0,,Imported,Imported,Ojodu,13000000,SUV,Petrol,Automatic
2255,jEY4wdZIUEXXoFho4hgxdsweB0iit7n,Toyota,Sienna,2012,Gray,Foreign Used,329423.0,3500.0,,Imported,Imported,Port-Harcourt,14560000,,Petrol,Automatic
2256,jEY4wdZOnOJ8zdhDXeIqbY7AagM3cdB,Toyota,Sienna,2002,Gold,Local Used,128999.0,3000.0,Ondo,Registered,Imported,Abule Egba,3120000,,Petrol,Automatic
2257,jEY4we015gx59GEbfH2GXFFUAQZuSOD,Toyota,Corolla,2004,Gray,Local Used,334008.0,1800.0,FCT,Registered,Registered,Lugbe District,3952000,Sedan,Petrol,Automatic
2258,jEY4wdZqJbkUG6U9tBiR36WWKoxLawJ,Hyundai,Elantra,2015,Red,Local Used,131317.0,1800.0,LAGOS,Registered,Imported,Isolo,5460000,,Petrol,Automatic
2259,jEY4wdZnpBk0NosdpFuJkdzYyobPt7Z,Toyota,Camry,2014,Black,Foreign Used,464972.0,2500.0,,Imported,Imported,Lekki,7980000,,Hybrid,Automatic
2260,jEY4wdZEpgd67Iol8mV7sT7mNLJjZSe,Ford,Edge,2007,Blue,Local Used,104965.0,3500.0,UYO,Registered,Registered,Uyo,2940000,SUV,Petrol,Automatic
2261,jEY4wdZa28fFBKOxNTrFLXW3C5KHBwv,Lexus,RX,2009,Silver,Nigerian Used,295457.0,3500.0,FCT,Registered,Registered,Lugbe District,8060000,SUV,Petrol,Automatic
2262,jEY4wdZkSs2ysQ0ngTK97ddQJGfVh63,Ford,Edge,2013,Black,Local Used,114014.0,3700.0,LAGOS,Registered,Registered,Ibadan,5040000,SUV,Petrol,Automatic
2263,jEY4wdZy2tpphDCX0akvuPFOs9lZGeh,Toyota,Avalon,2004,Gray,Nigerian Used,208728.0,3000.0,River,Registered,Registered,Port-Harcourt,1995000,,Petrol,Automatic
2264,jEY4wdZmvcy1XuZoCbluoGaKz19s8CA,Honda,Accord,2009,Black,Local Used,145757.0,2400.0,Abuja,Registered,Registered,Akure,4888000,,Petrol,Automatic
2265,jEY4wdZnTkEhVZkrOLOy8NbPxJtAzel,Lexus,GX,2003,Black,Local Used,249021.0,4700.0,,Registered,Registered,Surulere,12480000,,Petrol,Automatic
2266,jEY4wdZfqiw67JczPchyeOsS6Eo9dY2,Kia,Sportage,2012,Silver,Local Used,97828.0,,,Registered,Registered,Gudu,7072000,,Petrol,Automatic
